,Turbine_ID_x,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_ActPwrGen2,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_ReactPwrGen2,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,RPM_Diff,Power_Diff,Turbine_ID_y,Component,Remarks
554,T06,2017-05-28 06:10:00+00:00,450.6,222.2,267.3,22.2,41.0,51.0,52.0,52.0,35.0,46.0,48.0,29.0,4.9,2.0,2.4,4.6,1.3,3.0,0.6000000000000001,-15.2,174.3,20.0,-2372.0,0.0,0.0,-2372.0,-2258.0,0.0,0.0,-2258.0,49.0,52.0,49.0,35.0,41.0,28.0,38.0,28.0,21.0,24.0,44.8,24.3,2.1,87.0,35.0,33.0,34.0,35.0,-14.2,0.7000000000000001,50.0,397.9,396.3,394.6,15.0,18.1,17.0,-13.2,-33.2,37.0,0.2,3.0,3.5,-13.5,-12.1,-29.2,3.1,15.9,54.9,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,189.5,973.6000000000001,31.5,,,
555,T06,2017-05-28 06:20:00+00:00,1353.2,255.2,819.7,462.6,41.0,49.0,50.0,50.0,35.0,46.0,47.0,30.0,11.9,2.4,7.3,5.5,1.2,3.3,0.5,11.6,201.1,20.0,-1553.0,274.0,0.0,-1279.0,-1400.0,1818.0,0.0,418.0,49.0,52.0,49.0,36.0,40.0,28.0,38.0,27.0,22.0,-2.3,45.6,11.4,11.9,83.0,36.0,34.0,34.0,36.0,-7.7,0.6000000000000001,50.0,397.0,395.2,393.4,23.2,23.6,26.7,100.4,-47.0,36.0,4.1,3.3,14.3,2.4,489.0,-29.4,53.3,26.8,101.6,0.0,26.0,-12.0,0.0,-497.7,51.8,12.0,497.7,0.0,51.8,39.0,189.5,552.4000000000001,6.499999999999999,,,
556,T06,2017-05-28 06:40:00+00:00,290.8,225.9,244.6,13.5,39.0,46.0,47.0,47.0,35.0,45.0,46.0,31.0,2.6,2.0,2.2,4.4,1.1,2.8,0.4,17.0,221.9,20.0,-1628.0,0.0,0.0,-1628.0,-2034.0,0.0,0.0,-2034.0,48.0,51.0,48.0,37.0,40.0,29.0,37.0,27.0,22.0,24.0,24.0,24.0,0.0,78.0,37.0,35.0,35.0,37.0,-9.8,0.6000000000000001,50.0,397.5,396.0,393.6,11.0,14.9,13.9,-9.0,-28.9,36.0,0.1,2.8,2.8,-12.2,-11.1,-27.4,2.8,6.6,48.9,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,204.9,668.9,6.300000000000001,,,
557,T06,2017-05-29 00:10:00+00:00,1271.7,1229.4,1249.2,6.9,44.0,59.0,61.0,60.0,33.0,48.0,52.0,31.0,11.3,10.9,11.1,6.6,1.2,3.7,0.8,-5.1,246.4,20.0,-366.0,10101.0,0.0,9736.0,-323.0,-9768.0,0.0,-10091.0,49.0,53.0,50.0,39.0,42.0,29.0,40.0,29.0,21.0,-1.3,4.5,0.5,1.4,105.0,40.0,38.0,38.0,38.0,57.8,0.7000000000000001,50.0,397.3,395.1,393.7,70.5,94.8,75.9,198.4,-33.0,39.0,0.1,3.9,58.6,-60.3,10.8,-92.0,35.2,62.0,200.9,0.0,53.7,-298.9,0.0,-984.5,267.7,298.9,984.5,0.0,267.7,41.0,251.6,3.0,93.50000000000001,,,
558,T06,2017-05-29 00:20:00+00:00,1261.7,243.8,884.8,457.5,44.0,57.0,59.0,59.0,33.0,48.0,50.0,30.0,11.2,2.3,7.9,5.7,0.6000000000000001,3.1,0.6000000000000001,-6.9,244.7,20.0,-1506.0,866.0,0.0,-640.0,-1469.0,-1452.0,0.0,-2921.0,49.0,52.0,49.0,37.0,41.0,29.0,40.0,29.0,21.0,-0.4,45.3,10.5,11.8,102.0,38.0,36.0,36.0,37.0,-3.7,0.7000000000000001,50.0,397.2,395.2,393.4,24.3,30.8,25.3,106.1,-37.2,39.0,4.0,3.2,21.4,-17.6,7.1,-83.1,18.5,17.9,123.4,0.0,19.7,-31.4,0.0,-612.4,80.3,31.4,612.4,0.0,80.3,40.0,251.6,364.4000000000001,61.5,,,
559,T06,2017-05-29 00:30:00+00:00,315.8,280.7,296.4,7.1,44.0,54.0,56.0,55.0,34.0,47.0,48.0,30.0,2.8,2.5,2.6,4.8,1.6,3.2,0.4,-9.0,251.0,20.0,-2316.0,0.0,0.0,-2316.0,-2135.0,0.0,0.0,-2135.0,48.0,52.0,49.0,36.0,41.0,29.0,40.0,28.0,21.0,24.0,24.0,24.0,0.0,95.0,36.0,34.0,34.0,36.0,-13.9,0.7000000000000001,50.0,397.4,395.8,393.5,14.5,17.6,16.3,-13.3,-32.9,38.0,0.1,3.2,3.0,-12.8,-12.2,-29.7,2.3,22.7,76.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,260.0,588.4,10.2,,,
560,T06,2017-05-30 01:50:00+00:00,1253.8,1240.9,1248.6,1.5,42.0,56.0,58.0,58.0,32.0,43.0,47.0,29.0,11.1,11.0,11.1,5.3,2.7,3.9,0.2,-3.0,282.5,19.0,0.0,3238.0,0.0,3238.0,0.0,139.0,0.0,139.0,46.0,48.0,46.0,39.0,40.0,27.0,39.0,28.0,20.0,-0.3,0.2,-0.1,0.1,101.0,40.0,38.0,38.0,39.0,19.3,0.3,50.0,399.7,398.1,397.5,69.3,74.9,72.7,37.3,-10.3,37.0,0.0,3.6,10.3,1.7000000000000002,169.4,-177.8,93.5,19.4,37.3,0.0,10.1,-95.0,0.0,-182.6,49.5,95.0,182.6,0.0,49.5,38.0,285.6,0.10000000000013642,17.7,,,
561,T06,2017-05-30 02:00:00+00:00,1262.3,249.4,625.2,460.3,42.0,55.0,57.0,57.0,32.0,42.0,46.0,29.0,11.2,2.3,5.6,4.5,1.1,3.3,0.4,-8.6,276.9,19.0,-2101.0,18.0,0.0,-2083.0,-2049.0,1.0,0.0,-2048.0,45.0,48.0,46.0,37.0,40.0,27.0,39.0,27.0,20.0,0.0,45.0,16.6,11.2,98.0,37.0,35.0,35.0,37.0,-12.5,0.7000000000000001,50.0,398.6,397.2,396.1,16.2,19.1,18.0,6.1,-33.3,37.0,4.1,3.2,6.6,-12.4,21.4,-26.6,7.1,23.0,56.1,0.0,12.8,-1.0,0.0,-31.3,4.4,1.0,31.3,0.0,4.4,38.0,285.6,623.3999999999999,31.8,,,
562,T06,2017-05-30 21:10:00+00:00,1265.2,1233.2,1249.1,3.6,48.0,61.0,63.0,63.0,36.0,47.0,50.0,33.0,11.2,10.9,11.1,5.0,1.7000000000000002,3.2,0.5,5.5,300.2,23.0,-340.0,2727.0,0.0,2387.0,-328.0,11302.0,0.0,10974.0,50.0,53.0,50.0,38.0,44.0,36.0,43.0,32.0,29.0,0.0,3.3,0.9,0.8,106.0,40.0,38.0,38.0,38.0,14.2,0.4,50.0,401.0,399.8,398.2,65.2,58.4,74.2,43.9,-33.3,41.0,0.0,3.4,18.0,65.5,196.6,-25.9,64.0,17.4,44.4,0.0,13.9,-83.4,0.0,-217.4,68.8,83.4,217.4,0.0,68.8,43.0,294.6,0.3999999999998636,26.000000000000004,,,
563,T06,2017-05-30 21:20:00+00:00,1254.8,226.0,331.4,241.2,48.0,59.0,61.0,60.0,36.0,46.0,49.0,33.0,11.1,2.1,3.0,4.4,0.6000000000000001,3.1,0.4,-17.3,269.7,23.0,-2472.0,0.0,0.0,-2472.0,-2483.0,0.0,0.0,-2483.0,50.0,53.0,50.0,36.0,44.0,36.0,42.0,32.0,28.0,2.8,46.6,23.2,5.6,101.0,36.0,34.0,34.0,36.0,-14.8,0.7000000000000001,50.0,398.4,397.7,395.5,15.6,19.3,18.3,-13.2,-33.0,41.0,2.2,3.1,4.1,-14.9,-12.4,-29.1,4.4,19.5,47.9,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,287.0,917.6999999999999,29.0,,,
564,T06,2017-06-02 20:40:00+00:00,1269.4,1235.4,1249.5,6.3,58.0,75.0,76.0,76.0,42.0,53.0,57.0,35.0,11.2,10.9,11.1,6.9,1.7000000000000002,4.1,0.6000000000000001,-1.5,82.8,26.0,0.0,13692.0,0.0,13692.0,0.0,7738.0,0.0,7738.0,64.0,67.0,68.0,38.0,47.0,34.0,42.0,39.0,28.0,-1.2,1.9,-0.3,0.4,107.0,39.0,38.0,37.0,37.0,82.0,0.4,50.0,401.7,400.2,399.3,207.8,212.8,217.1,185.7,1.8,40.0,0.1,4.2,41.1,48.2,554.4,-648.1,270.0,82.2,189.2,0.6000000000000001,41.1,-402.5,-3.0,-926.9,201.3,402.5,926.9,3.0,201.3,55.0,84.3,3.099999999999909,81.80000000000001,,,
565,T06,2017-06-02 20:50:00+00:00,1270.1,0.0,893.5,548.1,57.0,72.0,74.0,74.0,42.0,53.0,55.0,35.0,11.2,0.0,7.9,4.8,1.3,3.1,0.5,-2.5,81.8,26.0,-2830.0,533.0,0.0,-2297.0,-2121.0,2316.0,0.0,196.0,63.0,66.0,66.0,37.0,46.0,34.0,42.0,39.0,27.0,-0.1,89.7,25.7,37.1,105.0,38.0,36.0,36.0,37.0,-14.1,0.8,50.0,400.4,399.2,397.9,32.9,34.2,36.2,103.8,-44.9,41.0,4.9,3.1,21.6,0.4,221.0,-36.0,46.1,14.3,113.1,0.0,18.8,-22.1,0.0,-563.4,61.5,22.1,563.4,0.0,61.5,54.0,84.4,356.0,96.1,,,
566,T06,2017-06-02 21:00:00+00:00,305.7,0.0,231.6,53.9,57.0,68.0,69.0,69.0,42.0,52.0,53.0,35.0,2.7,0.0,1.9,4.4,1.5,2.8,0.6000000000000001,3.7,98.3,26.0,-4125.0,0.0,0.0,-4125.0,-3043.0,0.0,0.0,-3043.0,62.0,65.0,65.0,38.0,46.0,34.0,43.0,38.0,28.0,23.0,76.7,24.7,4.9,99.0,38.0,36.0,36.0,38.0,-24.7,0.8,50.0,399.9,399.1,397.5,24.0,26.9,25.8,-22.9,-43.0,41.0,0.7000000000000001,2.8,4.1,-18.2,-15.6,-31.5,3.8,14.8,76.5,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,94.6,661.9,10.6,,,
567,T06,2017-06-02 23:20:00+00:00,1273.6,1236.9,1250.7,6.8,46.0,57.0,59.0,59.0,40.0,48.0,52.0,32.0,11.3,10.9,11.1,7.4,2.3,4.4,0.6000000000000001,1.1,83.7,23.0,0.0,18264.0,0.0,18264.0,0.0,-12413.0,0.0,-12413.0,55.0,57.0,57.0,39.0,43.0,31.0,41.0,32.0,24.0,-1.7000000000000002,0.3,-0.6000000000000001,0.4,89.0,40.0,38.0,38.0,38.0,109.5,0.7000000000000001,50.0,400.8,398.8,398.1,153.6,174.6,158.0,218.4,34.7,39.0,0.1,4.5,34.4,-73.8,482.0,-606.8,166.7,109.5,220.6,34.3,34.5,-535.7,-167.8,-1000.0,167.4,535.7,1000.0,167.8,167.4,41.0,82.6,0.6000000000001364,11.5,,,
568,T06,2017-06-02 23:30:00+00:00,1260.4,31.9,843.1,534.5,46.0,57.0,59.0,59.0,40.0,48.0,51.0,32.0,11.2,0.0,7.3,5.3,0.6000000000000001,2.7,0.8,14.4,97.0,23.0,-1642.0,1688.0,0.0,46.0,-1710.0,148.0,0.0,-1562.0,54.0,57.0,57.0,38.0,43.0,31.0,41.0,32.0,24.0,-0.6000000000000001,67.9,14.0,20.9,89.0,39.0,37.0,37.0,38.0,0.1,0.6000000000000001,50.0,400.6,399.0,397.6,45.9,49.2,49.0,75.9,-35.2,39.0,5.0,2.8,26.6,-9.6,257.3,-339.0,82.4,10.8,77.1,0.0,19.5,-51.6,0.0,-377.9,95.7,51.6,377.9,0.0,95.7,41.0,82.6,407.6,109.4,,,
569,T06,2017-06-02 23:40:00+00:00,150.6,84.7,111.5,19.2,46.0,55.0,56.0,56.0,40.0,47.0,49.0,32.0,0.0,0.0,0.0,3.2,0.8,1.6,0.3,-11.8,78.6,23.0,-2539.0,0.0,0.0,-2539.0,-2348.0,0.0,0.0,-2348.0,54.0,57.0,56.0,36.0,43.0,31.0,40.0,33.0,25.0,24.0,24.0,24.0,0.0,84.0,36.0,34.0,34.0,36.0,-15.2,0.7000000000000001,50.0,401.3,399.9,398.0,15.6,18.8,17.6,-14.5,-34.4,38.0,0.0,1.6,2.9,-14.1,-13.3,-31.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,90.3,731.6,15.299999999999999,,,
570,T06,2017-06-03 05:40:00+00:00,295.4,110.6,186.1,44.0,33.0,35.0,35.0,36.0,37.0,43.0,44.0,28.0,2.6,0.0,1.2,4.2,1.1,2.4,0.6000000000000001,-5.6,132.4,21.0,-1090.0,0.0,0.0,-1090.0,-1091.0,0.0,0.0,-1091.0,45.0,49.0,46.0,36.0,35.0,30.0,35.0,26.0,23.0,24.0,24.0,24.0,0.0,41.0,36.0,34.0,35.0,36.0,-6.5,0.7000000000000001,50.0,401.0,399.5,398.3,5.5,9.3,8.3,-5.5,-26.7,31.0,0.9,2.4,3.2,-6.5,-5.3,-26.9,3.2,5.2,64.8,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,138.0,885.4999999999999,24.2,,,
571,T06,2017-06-03 10:30:00+00:00,1327.5,233.4,865.2,449.2,36.0,38.0,38.0,39.0,37.0,43.0,47.0,32.0,11.8,2.2,7.7,5.7,0.6000000000000001,3.2,0.7000000000000001,-13.4,188.0,22.0,-751.0,-86.0,0.0,-837.0,-572.0,27.0,0.0,-545.0,45.0,48.0,45.0,36.0,35.0,31.0,35.0,31.0,26.0,-2.3,45.9,9.7,11.9,45.0,37.0,35.0,35.0,36.0,-5.0,0.6000000000000001,50.0,399.7,398.2,397.8,8.4,10.3,10.6,8.8,-25.4,31.0,4.0,3.2,5.4,-3.3,21.5,-23.3,8.5,27.2,124.1,0.0,28.1,-0.7000000000000001,0.0,-51.2,4.5,0.7000000000000001,51.2,0.0,4.5,37.0,201.4,383.5,26.3,,,
572,T06,2017-06-03 10:40:00+00:00,1377.0,234.5,1002.8,385.2,38.0,38.0,39.0,39.0,37.0,43.0,48.0,32.0,12.2,2.1,8.9,5.9,1.0,3.3,0.7000000000000001,-7.7,176.6,23.0,-560.0,1433.0,0.0,873.0,-286.0,2384.0,0.0,2098.0,46.0,49.0,46.0,37.0,36.0,32.0,35.0,32.0,26.0,-2.2,43.9,5.7,10.4,47.0,38.0,36.0,36.0,37.0,5.3,0.6000000000000001,50.0,399.8,398.3,398.1,39.6,41.8,41.4,158.5,-41.9,32.0,3.4,3.3,29.7,12.4,777.8,-201.0,108.7,26.7,161.0,0.0,30.1,-54.3,0.0,-788.7,127.9,54.3,788.7,0.0,127.9,38.0,184.3,137.5999999999999,10.3,,,
573,T06,2017-06-03 11:00:00+00:00,303.8,163.0,231.5,34.3,39.0,40.0,41.0,41.0,38.0,44.0,47.0,33.0,2.6,0.0,2.0,6.2,0.5,2.7,0.7000000000000001,-32.8,147.9,23.0,-781.0,0.0,0.0,-781.0,-876.0,0.0,0.0,-876.0,46.0,49.0,46.0,39.0,36.0,33.0,35.0,31.0,27.0,24.0,24.0,24.0,0.0,51.0,39.0,37.0,37.0,39.0,-4.7,0.7000000000000001,50.0,400.0,398.9,398.4,4.3,7.5,6.8,-2.8,-25.1,33.0,0.4,2.7,3.5,-5.3,-2.8,-20.0,3.9,9.6,97.2,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,180.8,748.9,6.1,,,
574,T06,2017-06-03 23:00:00+00:00,1259.0,217.6,1146.5,296.5,45.0,58.0,60.0,60.0,37.0,47.0,51.0,30.0,11.2,2.1,10.2,6.9,0.8,3.6,0.8,-6.2,274.7,22.0,-908.0,6885.0,0.0,5976.0,-901.0,-8279.0,0.0,-9180.0,49.0,52.0,50.0,38.0,42.0,31.0,40.0,30.0,23.0,-1.0,46.4,3.3,9.1,101.0,39.0,37.0,37.0,38.0,35.4,0.7000000000000001,50.0,400.2,398.4,397.3,60.4,76.0,59.6,130.5,-34.8,39.0,2.6,3.6,50.2,-54.8,1.5,-104.1,37.4,42.6,132.1,0.0,43.1,-200.6,0.0,-647.2,217.3,200.6,647.2,0.0,217.3,41.0,281.0,103.0,58.1,,,
575,T06,2017-06-03 23:10:00+00:00,258.1,205.3,230.0,12.2,45.0,56.0,57.0,57.0,36.0,47.0,48.0,30.0,2.3,1.8,2.0,3.9,1.6,2.8,0.3,-1.9,279.0,21.0,-2459.0,0.0,0.0,-2459.0,-2301.0,0.0,0.0,-2301.0,49.0,52.0,49.0,36.0,42.0,31.0,40.0,29.0,23.0,24.0,24.0,24.0,0.0,95.0,37.0,34.0,35.0,37.0,-14.8,0.7000000000000001,50.0,398.2,396.7,394.8,15.3,18.7,17.3,-13.2,-34.5,38.0,0.1,2.8,3.2,-13.8,-12.3,-29.8,2.6,2.1,22.9,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,281.0,916.5,50.2,,,
576,T06,2017-06-05 00:50:00+00:00,1269.6,250.6,1014.5,413.1,42.0,52.0,54.0,54.0,36.0,44.0,48.0,31.0,11.2,2.3,9.0,5.0,0.4,3.3,0.6000000000000001,-0.4,213.3,21.0,-858.0,2508.0,0.0,1650.0,-1113.0,-5867.0,0.0,-6979.0,48.0,51.0,48.0,38.0,41.0,29.0,39.0,29.0,22.0,-0.4,45.7,7.1,10.9,86.0,38.0,36.0,37.0,38.0,9.9,0.5,50.0,400.6,398.0,396.9,40.5,52.1,36.1,78.9,-32.6,37.0,3.6,3.3,25.0,-41.7,1.9,-102.0,35.4,22.1,79.4,0.0,18.6,-76.2,0.0,-389.1,98.0,76.2,389.1,0.0,98.0,40.0,213.7,234.0,30.1,,,
577,T06,2017-06-05 01:00:00+00:00,272.5,190.9,227.9,24.5,42.0,51.0,52.0,52.0,36.0,44.0,46.0,32.0,2.4,1.7000000000000002,2.0,3.9,1.5,2.6,0.4,-5.9,215.8,21.0,-1611.0,0.0,0.0,-1611.0,-1989.0,0.0,0.0,-1989.0,48.0,51.0,48.0,37.0,41.0,29.0,39.0,28.0,22.0,24.0,24.0,24.0,0.0,82.0,38.0,35.0,36.0,38.0,-9.6,0.6000000000000001,50.0,400.3,398.1,396.4,10.6,14.5,13.5,-9.0,-28.7,37.0,0.2,2.6,2.9,-11.9,-11.2,-27.2,2.1,0.8,23.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,221.8,786.6,19.5,,,
578,T06,2017-06-05 06:10:00+00:00,1256.9,216.1,1096.1,348.2,33.0,42.0,43.0,43.0,34.0,42.0,47.0,28.0,11.1,1.9,9.7,5.5,0.8,3.1,0.8,-16.6,280.1,19.0,-460.0,4407.0,0.0,3947.0,-504.0,-8901.0,0.0,-9405.0,43.0,47.0,43.0,39.0,34.0,27.0,34.0,25.0,20.0,-0.7000000000000001,46.2,4.4,9.7,57.0,40.0,38.0,38.0,39.0,23.5,0.6000000000000001,50.0,398.7,396.4,395.6,55.6,67.5,50.2,68.9,-25.6,29.0,3.0,3.2,29.9,-56.3,39.8,-142.3,48.3,26.8,69.5,0.0,25.9,-131.1,0.0,-340.2,126.7,131.1,340.2,0.0,126.7,35.0,296.8,157.30000000000018,127.80000000000001,,,
579,T06,2017-06-05 06:20:00+00:00,244.4,183.0,216.1,17.3,34.0,43.0,43.0,44.0,34.0,42.0,45.0,28.0,2.2,1.6,1.9,3.4,1.4,2.1,0.3,-15.0,281.7,18.0,-1029.0,0.0,0.0,-1029.0,-971.0,0.0,0.0,-971.0,43.0,47.0,43.0,35.0,35.0,27.0,35.0,24.0,20.0,24.0,24.0,24.0,0.0,56.0,35.0,33.0,33.0,35.0,-6.1,0.7000000000000001,50.0,399.1,397.4,395.7,4.9,8.7,7.7,-5.5,-25.3,30.0,0.1,2.1,3.0,-5.8,-5.2,-22.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,296.8,879.9999999999999,29.6,,,
580,T06,2017-06-05 22:40:00+00:00,1261.4,1225.5,1248.7,3.2,46.0,60.0,63.0,62.0,35.0,48.0,51.0,32.0,11.2,11.0,11.1,5.3,1.6,3.5,0.5,-1.8,276.7,21.0,-466.0,3863.0,0.0,3396.0,-438.0,-6405.0,0.0,-6843.0,50.0,53.0,50.0,38.0,43.0,30.0,41.0,30.0,23.0,-0.6000000000000001,10.0,0.7000000000000001,1.0,105.0,39.0,37.0,37.0,38.0,20.1,0.5,50.0,401.6,399.7,398.7,60.1,71.2,58.5,76.4,-33.2,40.0,0.0,3.5,23.2,-39.9,153.1,-211.2,67.5,23.7,74.9,0.0,18.2,-113.7,0.0,-366.8,91.1,113.7,366.8,0.0,91.1,41.0,278.6,0.20000000000004547,45.99999999999999,,,
581,T06,2017-06-05 22:50:00+00:00,1188.3,131.2,221.3,99.1,46.0,58.0,60.0,59.0,35.0,47.0,49.0,32.0,10.8,0.0,1.7000000000000002,4.0,1.2,2.4,0.5,1.1,287.7,21.0,-2428.0,0.0,0.0,-2428.0,-2349.0,0.0,0.0,-2349.0,49.0,52.0,50.0,38.0,43.0,31.0,41.0,30.0,23.0,10.0,59.2,24.7,4.1,100.0,38.0,36.0,37.0,39.0,-14.6,0.7000000000000001,50.0,400.3,398.9,397.3,15.5,18.6,17.5,-13.3,-33.3,40.0,1.3,2.4,4.3,-14.1,-12.5,-28.3,3.6,3.8,33.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,286.6,1027.4,34.7,,,
582,T06,2017-06-06 08:10:00+00:00,1261.4,1231.7,1248.8,4.3,41.0,54.0,56.0,56.0,34.0,43.0,48.0,29.0,11.2,10.9,11.1,5.8,1.1,3.4,0.7000000000000001,-5.4,309.2,19.0,-252.0,6080.0,0.0,5829.0,-302.0,-10701.0,0.0,-11002.0,44.0,48.0,44.0,39.0,37.0,28.0,37.0,28.0,21.0,-0.6000000000000001,2.8,0.5,0.8,88.0,40.0,38.0,38.0,39.0,34.7,0.5,50.0,398.5,396.5,396.4,67.2,77.3,57.5,88.7,-34.7,35.0,0.0,3.6,31.4,-65.9,0.4,-97.9,34.2,36.8,89.4,0.0,28.1,-179.9,0.0,-437.8,137.8,179.9,437.8,0.0,137.8,39.0,314.7,0.10000000000013642,29.89999999999999,,,
583,T06,2017-06-06 08:20:00+00:00,1254.7,160.5,344.0,250.6,42.0,53.0,54.0,54.0,34.0,43.0,46.0,30.0,11.1,0.0,3.1,5.0,0.4,2.9,0.5,8.0,325.5,19.0,-1824.0,0.0,0.0,-1824.0,-2303.0,0.0,0.0,-2303.0,45.0,48.0,44.0,35.0,38.0,28.0,37.0,27.0,21.0,1.5,62.3,23.5,7.3,85.0,35.0,33.0,34.0,35.0,-10.9,0.6000000000000001,50.0,397.5,395.9,394.8,12.7,16.4,15.6,-9.0,-28.9,35.0,2.3,2.9,4.4,-13.8,-11.1,-25.4,4.1,9.0,77.9,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,317.5,904.8,45.6,,,
584,T06,2017-06-06 10:30:00+00:00,1292.0,1180.3,1243.6,18.7,36.0,42.0,43.0,43.0,35.0,43.0,47.0,30.0,11.4,10.5,11.0,7.3,1.2,3.7,0.8,-0.1,332.4,22.0,-346.0,9598.0,0.0,9252.0,-398.0,-8741.0,0.0,-9139.0,45.0,48.0,45.0,39.0,37.0,30.0,35.0,29.0,24.0,-1.5,4.8,0.2,1.1,66.0,40.0,38.0,38.0,39.0,55.5,0.6000000000000001,50.0,396.1,394.2,394.0,126.3,134.4,129.4,233.4,-50.1,34.0,0.2,3.8,62.2,-55.1,281.5,-578.7,175.8,60.5,234.4,0.0,56.2,-288.6,0.0,-1000.0,277.0,288.6,1000.0,0.0,277.0,35.0,332.5,757.8999999999999,47.3,,,
585,T06,2017-06-06 10:40:00+00:00,1249.2,207.2,515.7,418.5,36.0,42.0,43.0,43.0,34.0,43.0,46.0,30.0,11.1,1.9,4.6,8.4,0.4,2.9,0.9,-0.5,338.3,23.0,-1699.0,-147.0,0.0,-1845.0,-2136.0,-100.0,0.0,-2237.0,45.0,48.0,45.0,37.0,37.0,30.0,36.0,29.0,25.0,0.0,42.4,17.8,10.7,67.0,37.0,35.0,35.0,37.0,-11.2,0.6000000000000001,50.0,396.3,394.7,394.2,14.1,16.7,16.2,15.9,-38.5,34.0,3.7,2.9,6.0,-13.1,0.6000000000000001,-75.9,6.8,16.2,112.3,0.0,23.9,0.0,0.0,-30.2,0.8,0.0,30.2,0.0,0.8,35.0,338.8,727.8999999999999,66.7,,,
